formattedDay,totalVolumeUSD,numberOfUsers,numberOfNewUsers,solanaVolumeUSD,baseVolumeUSD,bscVolumeUSD,solanaNumberOfUsers,baseNumberOfUsers,bscNumberOfUsers,numberOfReturningUsers,feesUSD,feesSOL,feesETH,feesBNB,numberOfTrades,numberOfPairs,cumulative_numberOfNewUsers,total_volume_usd,daily_users,daily_trades,total_fees_usd
02/04/2025,6.5700753316379255e+06,5164,2636,5.9939661991392765e+06,119381.7092257828,456727.4232728676,4806,57,302,2528,60502.82908815448,434.3162288330006,0.600492930055987,7.158165099094026,63501,7639,149036,0,0,0,0
03/04/2025,4.719095263691095e+06,3434,1241,4.352131494217845e+06,58821.93211741249,308141.8373558386,3158,45,231,2193,43512.03579700915,343.135140149,0.2930869911177839,4.963312591639496,50772,5336,150277,0,0,0,0
04/04/2025,4.646819834483e+06,3837,1666,4.440907109266146e+06,46473.99215823002,159438.73305862083,3626,55,156,2171,42740.53207303328,342.2187733780008,0.23273247817395412,2.523868124731819,52454,5926,151943,0,0,0,0
05/04/2025,4.344815446325844e+06,4128,2077,4.1694415826711096e+06,23883.080071705754,151490.7835830287,3951,34,143,2051,40128.54711644261,321.5449972340012,0.12550315084710534,2.377471396842758,58470,5770,154020,0,0,0,0
06/04/2025,3.788353079215319e+06,5692,3692,3.620340931984635e+06,23156.858789562993,144855.28844112053,5548,23,121,2000,34397.23251905655,285.1974536840007,0.12168704863514515,2.3667588747934682,54572,5224,157712,0,0,0,0
07/04/2025,4.592841348656744e+06,6609,4324,4.418523369519356e+06,41545.24792061412,132772.73121677354,6465,37,107,2285,41497.21930608808,377.4307387220009,0.24869671257520543,2.3317574514582207,60214,5282,162036,0,0,0,0
08/04/2025,5.840500683164265e+06,9400,6806,5.676764109665767e+06,77810.73259328322,85925.8409052111,9230,61,109,2594,51400.93688231829,462.288203817002,0.47377125248300017,1.412969782303695,75628,6410,168842,0,0,0,0
09/04/2025,7.389996336814317e+06,8064,5168,7.296990979976911e+06,58432.2252530235,34573.13158438489,7950,51,63,2896,65789.62392151429,582.8950370960033,0.3553345904744066,0.5371423440006234,79797,8304,174010,0,0,0,0
10/04/2025,1.0044503728518974e+07,7139,3081,9.906397935988404e+06,75960.17104069391,62145.62148987515,7008,43,88,4058,89455.21710533541,777.3353352290031,0.46176045590483106,1.0155575419989784,98530,8086,177091,0,0,0,0
11/04/2025,9.553589889511937e+06,6826,3200,9.44296525256632e+06,35004.13663388535,75620.50031173,6701,33,92,3626,86244.92732221955,716.540662550003,0.2191205905824402,1.2181021160537684,94911,8215,180291,0,0,0,0
12/04/2025,1.1362229638865586e+07,7801,3876,1.1187767108386224e+07,18770.71304415967,155691.81743520164,7686,29,86,3925,101233.68808539123,777.8695505710035,0.10897612880454385,2.564190655932128,107581,8312,184167,0,0,0,0
13/04/2025,1.0105732511793848e+07,9029,4746,9.979416294128126e+06,34358.03684087003,91958.18082484682,8928,23,78,4283,88284.0908640199,671.1200369070041,0.2069254317417148,1.4320770964072573,101823,7575,188913,0,0,0,0
14/04/2025,1.3457737928597113e+07,7001,3460,1.3228112029909682e+07,12287.61208580338,217338.28660163295,6840,21,140,3541,120953.96154224621,905.3920356200041,0.07199014126961473,3.3773875771414295,108541,8806,192373,0,0,0,0
15/04/2025,1.4719521558164446e+07,8842,4554,1.4451932803831259e+07,29476.094784975525,238112.65954820695,8652,39,152,4288,131182.86298045696,990.2331976850058,0.16881484337570454,3.7912152527501313,118250,10093,196927,0,0,0,0
16/04/2025,1.4714270320762279e+07,6718,1947,1.4241725082084075e+07,264522.6857325594,208022.55294564556,6484,96,138,4771,129254.42730154919,972.0593312970025,1.5832873653018902,3.4080151192051606,109271,10021,198874,0,0,0,0
17/04/2025,1.260862979565209e+07,5765,2151,1.2322288234327745e+07,153693.06072374125,132648.50060060603,5577,85,104,3614,113167.23316339543,829.1840077880055,0.9259583647546219,2.1007165446086504,99061,10569,201025,0,0,0,0
18/04/2025,1.0167505722137466e+07,6237,1586,9.867520993654305e+06,221926.35737082778,78058.37111233473,6091,97,49,4651,84944.50851327518,612.0906923280007,1.295530253613281,1.2565058751809444,81295,7977,202611,0,0,0,0
19/04/2025,8.462583713448644e+06,4687,1590,8.297896345131877e+06,138592.79578732842,26094.572529439643,4591,61,35,3097,76250.7760178748,539.0029167530014,0.797057245261782,0.4215707378072163,66784,6854,204201,0,0,0,0
20/04/2025,7.940948391553324e+06,6271,2582,7.77940106401752e+06,85562.37707977438,75984.95045602904,6165,54,52,3689,68532.5185576967,484.7947253960013,0.4974683496595936,1.190046983884943,69337,6309,206783,0,0,0,0
21/04/2025,1.1278597969076036e+07,5847,1846,1.119758597617122e+07,47972.4255732383,33039.5673315781,5776,45,26,4001,101654.63500467507,729.5177130350028,0.2775527454414158,0.4944588676500931,91256,9108,208629,0,0,0,0
22/04/2025,1.1626018025283445e+07,5350,849,1.1459580283958115e+07,99868.37381916404,66569.36750616589,5235,62,53,4501,102517.50753472526,704.3494351180036,0.5509638597514502,1.0572354641348494,84963,9500,209478,0,0,0,0
23/04/2025,1.3488328642178657e+07,6303,1561,1.3354790232426291e+07,57919.53897309251,75618.87077927652,6200,50,53,4742,115952.30000077769,760.5288126130042,0.30346354605051234,1.1528915047367108,89842,8409,211039,0,0,0,0
24/04/2025,8.084732102266267e+06,4475,1746,7.966036099579948e+06,37536.30640487663,81159.69628144254,4404,31,40,2729,72797.8029057603,477.70340330200116,0.28077231420571036,1.2030415122381601,59786,6444,212785,0,0,0,0
25/04/2025,1.0485240665780475e+07,3385,623,1.0290521905160485e+07,69442.76007623962,125276.00054375263,3287,43,55,2762,95877.60356548365,618.0455906050008,0.3647281572494362,1.9672050752073307,57226,6753,213408,0,0,0,0
26/04/2025,7.426949522974859e+06,2834,364,7.350323984280707e+06,41279.75155244243,35345.787141707755,2758,32,44,2470,67408.78129810769,444.74816118700033,0.21405612061303644,0.5702198643548253,46448,6031,213772,0,0,0,0
27/04/2025,7.329568868333536e+06,2675,349,7.29841463841719e+06,25397.53419666622,5756.695719677783,2631,26,18,2326,66144.1955656327,442.5216631070008,0.12733739200029734,0.09148819702612167,47981,5784,214121,0,0,0,0
28/04/2025,9.322917796231905e+06,3250,470,9.2165067838463e+06,40209.569991712815,66201.44239389092,3163,41,46,2780,84547.4506670492,564.9441921660004,0.2057111337637144,1.02700529791325,61780,6884,214591,0,0,0,0
29/04/2025,1.0803469915294332e+07,3393,474,1.0756208946126506e+07,34371.49914335526,12889.47002447434,3346,26,21,2919,97976.79287846474,658.1954800650021,0.1804312356828735,0.21011424209214563,64299,7195,215065,0,0,0,0
30/04/2025,7.726343221140006e+06,3195,453,7.670367498249278e+06,18466.869616034182,37508.85327469339,3149,15,31,2742,70169.43694822559,478.194058858002,0.09658950858807092,0.5707914314905882,54696,6688,215518,0,0,0,0
01/05/2025,1.5052333707507657e+07,3844,613,1.5024203382234184e+07,18942.154051938054,9188.171221538074,3796,22,26,3231,136908.212313202,903.4288445500032,0.09814576182007059,0.14578700415403373,66552,6777,216131,0,0,0,0
02/05/2025,7.639900480712931e+06,3210,571,7.618676579726196e+06,18410.51607920471,2813.3849075303174,3180,13,17,2639,69261.96123509646,460.699096129001,0.09244770756035846,0.043309598574780374,53509,6518,216702,0,0,0,0
03/05/2025,5.903819677203888e+06,2947,496,5.871738728746682e+06,8214.274195958658,23866.674261247746,2917,9,21,2451,53374.46460035713,358.8106756219999,0.04533049730230464,0.39058998792591443,41240,5678,217198,0,0,0,0
04/05/2025,4.744550631784914e+06,2601,363,4.702156826087246e+06,6363.69248836432,36030.113209304676,2541,9,51,2238,42674.994251754775,288.5880078760006,0.03471449161678105,0.5899621651597962,37118,5701,217561,0,0,0,0
05/05/2025,7.485739639565623e+06,2973,444,7.425262206899011e+06,9954.972186086741,50522.460480524445,2900,18,55,2529,67703.90211292189,460.64669851700074,0.050179565932562474,0.8026486216817699,50324,6232,218005,0,0,0,0
06/05/2025,1.328648194081392e+07,3832,574,1.3152110089814601e+07,25050.372131663313,109321.47886764866,3727,21,84,3258,120274.47776071646,825.332293442002,0.1295771484847777,1.7274487300338943,77291,6662,218579,0,0,0,0
07/05/2025,1.091094751815976e+07,3844,666,1.0819045250828069e+07,15328.705224901274,76573.56210679447,3774,22,48,3178,99031.46505834171,667.9416877050008,0.08601404380040244,1.2290974263409753,73017,7434,219245,0,0,0,0
08/05/2025,1.5740658139024917e+07,4178,731,1.5579425359646078e+07,27431.60217893636,133801.17719990454,4082,14,82,3447,142897.30541228404,899.9641964510043,0.11819367735216557,2.0979207940676905,87328,8426,219976,0,0,0,0
09/05/2025,1.1013972632822307e+07,3892,771,1.073058612919516e+07,21648.23989237401,261738.26373477306,3761,16,117,3121,100445.05277915411,578.0291701240021,0.08914028908464104,4.038023323115908,69991,7635,220747,0,0,0,0
10/05/2025,9.418547362771135e+06,3515,576,8.888014892240254e+06,21237.380074699733,509295.0904561828,3328,27,161,2939,86080.75627130874,471.75877086699995,0.08440562853173743,7.079413304611671,54189,5433,221323,0,0,0,0
11/05/2025,8.687297170033593e+06,3333,439,8.3771446771397805e+06,11792.55776756951,298359.9351262425,3200,25,110,2894,78176.48441439107,434.2557765190006,0.04390996557326623,4.207686311583548,52317,5110,221762,0,0,0,0
12/05/2025,1.4112234215780292e+07,3875,533,1.3692793068045953e+07,31303.3731248487,388137.77460948616,3736,27,113,3342,127162.76503125262,705.7613341640018,0.1224886659408648,5.585527083533067,70258,5502,222295,0,0,0,0
13/05/2025,2.754687294983643e+07,4378,579,2.737279456643648e+07,14309.046432369829,159769.33696756995,4274,16,88,3799,247663.76536561234,1395.7969369700033,0.04799286621001294,2.3619864891521805,96744,5470,222874,0,0,0,0
14/05/2025,2.6955875567543782e+07,4434,668,2.6856586295132123e+07,54464.677810423236,44824.59460124014,4325,44,68,3766,243699.18154202326,1358.281514684003,0.19373666681074003,0.6186924854456418,91926,5497,223542,0,0,0,0
15/05/2025,2.1138865074791063e+07,4282,675,2.099183917333182e+07,43390.00156543632,103635.89989380966,4211,17,58,3607,191229.7482018501,1099.7307548320043,0.1630104027278814,1.4434900524999952,79865,5535,224217,0,0,0,0
16/05/2025,1.4129682339078631e+07,3886,705,1.362927607612452e+07,25964.570711711425,474441.69224239956,3808,20,60,3181,127613.30577827037,716.4715049930019,0.09111423500003465,7.058625575161403,68227,5424,224922,0,0,0,0
17/05/2025,1.1721224271063397e+07,3454,533,1.1667095906017413e+07,2875.9817365143595,51252.38330946842,3395,15,45,2921,105794.94823698477,631.019820524003,0.010976665206423337,0.689753533777331,62884,5453,225455,0,0,0,0
18/05/2025,1.142695200998497e+07,3547,615,1.1407248832296511e+07,1582.965932787502,18120.211755667115,3499,12,36,2932,103485.86214541522,606.130569215001,0.005670459801478995,0.21220330265114995,57894,5757,226070,0,0,0,0
19/05/2025,1.1293906476169424e+07,3589,526,1.1218728037055584e+07,28365.334119805662,46813.10499403486,3522,24,45,3063,101516.73980742582,610.9260431850007,0.10806808117268346,0.6096517744302319,65114,6166,226596,0,0,0,0
20/05/2025,1.4026966242170531e+07,4047,819,1.3915116155194432e+07,1234.9175795077513,110615.1693965938,3985,7,55,3228,127281.37818640773,753.485048663003,0.004950989037492801,1.619482679237288,75920,6494,227415,0,0,0,0
21/05/2025,1.3919875757212723e+07,3986,805,1.3754252723948708e+07,3551.6853075365007,162071.34795647682,3922,9,55,3181,125753.91114697981,730.8937662860013,0.014106805818802437,1.9008068529951798,70213,6759,228220,0,0,0,0
22/05/2025,1.441521934512077e+07,3916,626,1.4186570317663979e+07,25380.577737912223,203268.449718877,3815,22,80,3290,130761.88876047748,722.5358700580023,0.09357723257442428,2.958865821732024,74813,7202,228846,0,0,0,0
23/05/2025,1.2004569281033264e+07,3425,448,1.1906361484789504e+07,25277.782392475623,72930.01385128059,3374,21,30,2977,110019.23567617396,602.8534075800019,0.09217945076844922,1.0645431986702287,64771,6376,229294,0,0,0,0
24/05/2025,7.622363679691578e+06,3008,481,7.569986287181391e+06,12207.14490697992,40170.247603205506,2951,22,36,2527,68864.83692650999,387.68482467500064,0.045589825128407604,0.5661313209980114,46001,5159,229775,0,0,0,0
25/05/2025,7.54266904247716e+06,2783,296,7.373197009431202e+06,9075.6243324976,160396.40871346,2728,14,41,2487,66981.4005107781,384.94419317800083,0.03591529579593065,0.8845631211315512,50472,5877,230071,0,0,0,0
26/05/2025,1.0282706752419366e+07,3303,411,1.0143791674837213e+07,58391.976236341085,80523.10134581008,3232,19,52,2892,92801.4655220221,519.6133695440021,0.20179628223950868,1.140760609343827,61989,6753,230482,0,0,0,0
27/05/2025,1.0630557173082221e+07,3254,402,1.055178403650968e+07,9612.566128900691,69160.57044364318,3196,14,44,2852,95745.02681300326,537.1215859870013,0.03613945085326424,0.9371835620694167,61537,6849,230884,0,0,0,0
28/05/2025,9.285403746606126e+06,3381,534,9.124354493361853e+06,36310.311312791026,124738.94193148438,3270,31,80,2847,83511.35934476483,476.5130414980014,0.13239578146840808,1.5729028205864308,54486,6276,231418,0,0,0,0
29/05/2025,8.189576284379721e+06,3274,487,7.936273791603207e+06,26313.89524999347,226988.59752651965,3162,24,88,2787,73687.4373178644,418.6368777380015,0.09400248559781048,3.111613520415965,52446,5886,231905,0,0,0,0
30/05/2025,6.269450483323761e+06,2828,336,6.1909345831489265e+06,14397.423699862587,64118.47647497313,2751,15,62,2492,56254.421031386635,343.4707795200003,0.05155633218847688,0.8875511690701328,44364,5301,232241,0,0,0,0
31/05/2025,4.942647007642326e+06,2493,227,4.8786099720818605e+06,17494.232510055794,46542.80305040823,2439,10,44,2266,44357.78377660144,280.53537969300055,0.06882484712130815,0.6725988118076351,38494,4413,232468,0,0,0,0
01/06/2025,5.830531131326263e+06,2745,451,5.745616553575043e+06,21993.601856840924,62920.97589437895,2689,11,45,2294,52439.64510431398,333.2452952110001,0.08535428875607681,0.8529364046487794,48827,5645,232919,0,0,0,0
02/06/2025,7.447120979020762e+06,3088,532,7.368955355633924e+06,13322.436016245363,64843.1873705937,3015,18,55,2556,66829.20299261772,427.6376186490004,0.049534704463380326,0.8628849196321925,56194,6891,233451,0,0,0,0
03/06/2025,8.502662543071406e+06,3286,492,8.361609749766567e+06,6948.429485285455,134104.36381955276,3173,17,97,2794,76836.16433062956,473.25243457200094,0.025593996699780824,1.7340612366436154,56661,6777,233943,0,0,0,0
04/06/2025,6.798425602300061e+06,3017,414,6.584761740713991e+06,16427.18476631805,197236.67681974967,2915,12,91,2603,61211.06398990321,379.3133942490004,0.06048675320130978,2.7843444002107707,50672,6128,234357,0,0,0,0
05/06/2025,9.492123484732376e+06,3217,347,9.281253042924646e+06,37276.35267426174,173594.08913346828,3114,15,88,2870,87056.66169222421,570.2134496260009,0.14316811579051048,2.2921376724531264,60320,6414,234704,0,0,0,0
06/06/2025,7.8124497543738885e+06,2838,288,7.228755382527485e+06,17635.91293204977,566058.458914355,2646,14,178,2550,70894.76561738824,438.4279414140008,0.06878394466242291,8.267553626487823,46075,5441,234992,0,0,0,0
07/06/2025,5.326161559458638e+06,2520,265,5.190974172361123e+06,12475.259327169066,122712.12777034302,2402,20,98,2255,48079.337112860165,310.66824286900004,0.04737122739285408,1.7689975793330104,37761,4396,235257,0,0,0,0
08/06/2025,4.904634606112164e+06,2267,178,4.7612702891081525e+06,60531.89963821,82832.41736579992,2157,29,83,2089,44630.55855478127,283.6112432280001,0.32183365151870214,1.1965351261711985,35481,4830,235435,0,0,0,0
09/06/2025,9.124821450424213e+06,2985,435,9.026731254708221e+06,47146.55023002857,50943.64548596599,2887,34,66,2550,82786.96581625048,525.8253292610013,0.18144769574803776,0.7179273077834465,47115,5859,235870,0,0,0,0
10/06/2025,7.524062093138997e+06,2773,302,7.286966118797952e+06,39314.516729682306,197781.45761136358,2652,26,98,2471,68558.75437135786,412.34877470000094,0.1404521759752144,2.8803441085394685,45521,5955,236172,0,0,0,0
11/06/2025,7.10754306379822e+06,2828,398,6.796624497655443e+06,23354.33531094291,287564.23083183425,2694,23,113,2430,64416.454356327435,372.8307513740005,0.07784951310125524,4.084208017915805,44853,6345,236570,0,0,0,0
12/06/2025,7.261258631213573e+06,2749,353,7.056154173689203e+06,13488.893736517506,191615.56378785253,2620,20,111,2396,65663.35502788982,403.80939699300137,0.04652359973619957,2.7127659556787913,44959,6094,236923,0,0,0,0
13/06/2025,5.263161478519318e+06,2481,282,5.087446223168352e+06,15472.796787000174,160242.45856396673,2358,24,100,2199,47231.5827685488,312.84757090300036,0.0565611771934101,2.2773935027718086,37996,6627,237205,0,0,0,0
14/06/2025,4.810287795284432e+06,2561,610,4.760421367159146e+06,6407.273885790405,43459.15423949502,2493,13,55,1951,41984.773510524035,285.49893212100056,0.024336056793074504,0.638410979942977,34534,5048,237815,0,0,0,0
15/06/2025,4.800512542576594e+06,2194,257,4.71505647722167e+06,15445.259823754617,70010.8055311708,2137,10,47,1937,42627.1496724898,280.39093743400025,0.06057382582640744,1.0107907186783276,32434,4951,238072,0,0,0,0
16/06/2025,8.787017577005014e+06,2938,482,8.68614639592048e+06,32607.20231262756,68263.9787719034,2863,24,51,2456,78444.58316786635,494.44037886900094,0.11352105639481029,0.9622353204984606,54715,7653,238554,0,0,0,0
17/06/2025,5.931592709491021e+06,2399,283,5.90300481932873e+06,8024.991622930841,20562.89853935964,2335,19,45,2116,52793.141965510134,350.6985504050003,0.03019148243146912,0.2848048661712747,44587,6390,238837,0,0,0,0
18/06/2025,5.823805161062865e+06,2588,460,5.781130607724073e+06,3212.7262782256703,39461.82706056476,2522,12,54,2128,51337.48390438814,347.5647881910004,0.012631878382870602,0.4725077565689723,42617,5717,239297,0,0,0,0
19/06/2025,6.429694958395851e+06,2418,301,6.370266986397515e+06,6041.276542972186,53386.69545536473,2344,19,55,2117,57127.49567852613,388.99058402800074,0.02240842657274755,0.7479813218104556,40991,5247,239598,0,0,0,0
20/06/2025,5.418488995184233e+06,2381,352,5.35790981507579e+06,25858.652938752097,34720.527169691006,2321,20,41,2029,47768.92519681618,327.09567255100023,0.09816521294220758,0.49051748411225937,37978,5189,239950,0,0,0,0
21/06/2025,4.574468300064392e+06,1944,169,4.543688904505738e+06,13160.862465617569,17618.533093037895,1901,13,30,1775,39553.16938424534,281.68493313000016,0.05524680523502699,0.26569948462377113,34750,5224,240119,0,0,0,0
22/06/2025,3.797748251863335e+06,2012,222,3.776521160546584e+06,6922.619442221196,14304.471874529594,1981,10,21,1790,33565.49766279323,253.17296985000002,0.02873614240626708,0.21161333778942926,34479,5394,240341,0,0,0,0
23/06/2025,5.90399634146541e+06,2260,275,5.867008936378188e+06,3274.580941546123,33712.82414567577,2215,10,35,1985,52314.43054933938,379.7019834429999,0.013719275889024062,0.5027732235100428,41310,5720,240616,0,0,0,0
24/06/2025,6.044795380674536e+06,2423,320,5.972493603076061e+06,3851.167330242286,68450.6102682318,2368,8,47,2103,53952.13183617659,368.5525736619998,0.015308887612162498,1.0102580193175537,41034,6032,240936,0,0,0,0
25/06/2025,8.220467482056736e+06,2617,361,8.200210984804503e+06,1109.9160224239745,19146.58122981101,2580,7,30,2256,73423.86117118254,505.3584804979997,0.004358469830521505,0.26578178954436604,51718,6550,241297,0,0,0,0
26/06/2025,6.925787660517079e+06,2554,315,6.848744841376499e+06,7438.896341046753,69603.92279953194,2498,8,48,2239,61008.289547572924,421.21884510099966,0.028703555970829474,0.9921482201502453,49210,6148,241612,0,0,0,0
27/06/2025,8.061139243412975e+06,2770,601,8.022786218858771e+06,3954.355782720087,34398.668771485296,2718,10,42,2169,70629.8774606427,494.6089317969997,0.01492339965605381,0.4992369061524948,47491,6581,242213,0,0,0,0
28/06/2025,6.210905208858432e+06,2330,362,6.114410118174202e+06,2834.309058952488,93660.78162527605,2266,8,56,1968,55423.32435112734,369.8747707,0.010674111814057703,1.3545214438648931,39584,4310,242575,0,0,0,0
29/06/2025,5.743840313488146e+06,2346,454,5.689414465532784e+06,15073.227199033263,39352.620756329525,2296,12,38,1892,50552.33223894472,330.5962219680009,0.06016890510097274,0.5811198281750664,40065,4370,243029,0,0,0,0
30/06/2025,8.572104019760994e+06,2742,462,8.551071571158545e+06,1801.2285723638388,19231.220030086475,2693,11,38,2280,75875.83572833292,491.09903248600216,0.006889064374394556,0.27854115847272715,49157,5967,243491,0,0,0,0
01/07/2025,7.895175892873076e+06,2807,489,7.843678258887997e+06,4851.933880171703,46645.700104907744,2755,9,43,2318,70882.47865344514,471.7940429600013,0.018202047404593514,0.6386235193683288,52166,6515,243980,0,0,0,0
02/07/2025,8.543317520046102e+06,2815,441,8.519274331212793e+06,5297.5844263059025,18745.60440700281,2780,15,20,2374,75850.34434578077,501.2493626730011,0.018598535094094683,0.2608763743743094,54215,6690,244421,0,0,0,0
03/07/2025,8.296470441075155e+06,2859,495,8.250302109762794e+06,5087.665270665887,41080.666041694916,2820,5,34,2364,74823.72183777054,486.48046456800137,0.01778824697845926,0.5816375980849311,51760,5942,244916,0,0,0,0
04/07/2025,6.528281308528557e+06,2644,404,6.456083198570036e+06,6390.5840384478415,65807.52592007324,2599,11,34,2240,58409.58591778072,387.6625984980006,0.02367151681694037,0.9551585399631906,44591,5874,245320,0,0,0,0
05/07/2025,8.964990415983774e+06,2702,413,8.95139411145643e+06,4734.8842605469745,8861.420266795714,2675,9,18,2289,80750.95779475382,546.5360653590019,0.017129421768292196,0.12763800278102969,54111,6209,245733,0,0,0,0
06/07/2025,9.683683487618499e+06,2809,367,9.62285685360544e+06,3645.4554259657516,57181.178587092865,2757,6,46,2442,87465.268266525,578.097603198002,0.013826007128483614,0.798735642222035,54673,6701,246100,0,0,0,0
07/07/2025,1.1895094532419605e+07,3040,396,1.1871444499880796e+07,9223.882705605403,14426.149833206007,3006,9,25,2644,106534.38269737939,704.5408302670024,0.03404211796654127,0.20953718109140443,71991,9547,246496,0,0,0,0
08/07/2025,1.0791488845546013e+07,3056,451,1.0764057949776288e+07,17733.529144725773,9697.366624998558,3026,17,14,2605,97330.08747657549,643.8833664140029,0.06324659861794887,0.14234322643344555,70572,10039,246947,0,0,0,0
09/07/2025,9.169437795797145e+06,2987,349,9.14563455146748e+06,8366.934170978186,15436.31015868918,2959,6,22,2638,82520.45975288082,533.8770448640008,0.028682017929678238,0.223112908164114,61808,8119,247296,0,0,0,0
10/07/2025,1.0014166815908838e+07,3098,473,9.980244704045348e+06,3412.295555498675,30509.81630798999,3067,8,23,2625,89484.61950688127,560.820281552002,0.011086185483523137,0.43630711943738526,59744,8967,247769,0,0,0,0
11/07/2025,8.545750542585343e+06,2928,373,8.500857740043553e+06,937.6925559409416,43955.10998585022,2900,9,19,2555,76505.15394591661,464.5990241690005,0.0028833178995543622,0.588609745146946,54722,7841,248142,0,0,0,0
12/07/2025,6.70776716341907e+06,2520,225,6.692056420461574e+06,8228.869549314759,7481.873408182128,2498,9,13,2295,60222.2326915885,373.9633423600002,0.025353173014998204,0.10853584182119289,47860,6215,248367,0,0,0,0
13/07/2025,6.678502660738341e+06,2423,309,6.6428928181866715e+06,7963.389353631035,27646.4531980384,2398,12,15,2114,59533.388016251934,365.8431246910007,0.024888095907221085,0.3988683996193084,43104,6295,248676,0,0,0,0
14/07/2025,9.777102476457635e+06,3043,435,9.694485036692558e+06,5152.1412043330665,77465.29856074219,3009,7,27,2608,88803.93061069518,534.3432519690008,0.015614643788338234,1.0812596226107298,57718,7079,249111,0,0,0,0
15/07/2025,9.686252221444389e+06,3009,361,9.601396124902235e+06,1968.255803471107,82887.84073868237,2960,10,41,2648,87260.90620374997,537.976087577002,0.005996401967473636,1.0003353776410056,56875,6946,249472,0,0,0,0
16/07/2025,1.287415039602797e+07,3262,403,1.2809492220069367e+07,3826.915427050225,60831.26053154852,3217,12,34,2859,116230.29512922927,683.8728900480019,0.011215538039444774,0.8448593982677818,69674,7806,249875,0,0,0,0
17/07/2025,5.572072166834912e+06,2185,218,5.498141763686873e+06,2399.0439319356924,71531.35921610269,2130,7,48,1967,50559.348826061636,287.62821739500043,0.007010892032490963,0.9346229164974097,29748,3673,250093,0,0,0,0
18/07/2025,7160.226903878191,8,1,0,0,7160.226903878191,0,0,8,7,65.54581610327175,0,0,0.08934517955561147,32,7,250094,0,0,0,0
