formattedDay,totalVolumeUSD,numberOfUsers,numberOfNewUsers,ethereumVolumeUSD,baseVolumeUSD,avalancheVolumeUSD,bscVolumeUSD,arbitrumVolumeUSD,ethereumNumberOfUsers,baseNumberOfUsers,avalancheNumberOfUsers,bscNumberOfUsers,arbitrumNumberOfUsers,numberOfReturningUsers,numberOfTrades,numberOfPairs,buyVolumeUSD,sellVolumeUSD,cumulative_numberOfNewUsers,total_volume_usd,daily_users,daily_trades,total_fees_usd
20/07/2024,1.2488577399605073e+07,3457,791,2.107337732340706e+06,9.562156976993619e+06,1988.0553272525872,817094.6349434952,0,1114,2354,15,277,0,2666,30079,991,5.390256677766345e+06,7.098320721838726e+06,123152,0,0,0,0
21/07/2024,9.771420483642697e+06,3283,675,2.169132756753828e+06,7.508566058911595e+06,4130.031722428897,89591.63625484462,0,905,2381,16,192,0,2608,23132,953,4.588272882506173e+06,5.183147601136531e+06,123827,0,0,0,0
22/07/2024,6.667310210690001e+06,3170,784,3.506541766129282e+06,3.1214621984171784e+06,4365.418394292753,34940.82774925227,0,1315,1948,24,62,0,2386,17364,1012,3.045262103412627e+06,3.6220481072773794e+06,124611,0,0,0,0
23/07/2024,6.5840970401803e+06,2871,531,2.480449894951151e+06,4.0283048131131134e+06,24047.578670760387,51294.75344527091,0,934,1986,16,76,0,2340,19762,958,2.9853995413667466e+06,3.59869749881355e+06,125142,0,0,0,0
24/07/2024,4.756016056457992e+06,2680,564,2.2495356860363353e+06,2.492393425095329e+06,2153.2627165088984,11933.682609820851,0,1135,1653,4,27,0,2116,15316,936,2.1278119158358714e+06,2.6282041406221217e+06,125706,0,0,0,0
25/07/2024,4.350846919421203e+06,2557,577,2.214715950946092e+06,2.0934428049976276e+06,2.8880697216049507,42685.27540776328,0,1118,1514,2,41,0,1980,13392,827,1.9829190530509558e+06,2.3679278663702495e+06,126283,0,0,0,0
26/07/2024,3.3267905293193166e+06,2158,400,1.5813540567733669e+06,1.7086015683554965e+06,295.87995294625813,36539.024237507016,0,927,1270,3,57,0,1758,10491,800,1.5383627880799554e+06,1.78842774123936e+06,126683,0,0,0,0
27/07/2024,6.224805806282997e+06,2459,366,3.007353110769766e+06,3.1311089864607393e+06,0,86343.7090524916,0,1013,1483,0,125,0,2093,17685,855,2.873117284098331e+06,3.351688522184671e+06,127049,0,0,0,0
28/07/2024,4.5557925537722735e+06,2203,455,2.161943342679886e+06,2.3269443388456157e+06,2065.5866503916454,64839.28559638359,0,947,1215,7,150,0,1748,11603,697,2.024964815388159e+06,2.530827738384117e+06,127504,0,0,0,0
29/07/2024,3.3358838897411455e+06,2337,576,2.006108317438236e+06,1.3169172138707538e+06,0,12858.35843215714,0,1087,1252,0,102,0,1761,9440,714,1.52273503665792e+06,1.8131488530832273e+06,128080,0,0,0,0
30/07/2024,4.712303795072414e+06,2443,656,3.380770128497718e+06,1.3135274769862662e+06,1129.1336640984682,16877.055924331285,0,1313,1125,1,102,0,1787,10343,771,2.194766556153991e+06,2.5175372389184227e+06,128736,0,0,0,0
31/07/2024,6.575395070866677e+06,2563,495,4.6730344879240915e+06,1.8439260391045148e+06,2692.183169199887,55742.36066886988,0,1315,1315,5,99,0,2068,14276,823,2.923494544504607e+06,3.651900526362069e+06,129231,0,0,0,0
01/08/2024,6.059078888966052e+06,2379,556,4.941598054865394e+06,1.0951955312966886e+06,322.83542340028976,21962.46738056697,0,1431,1035,4,30,0,1823,11590,738,2.714939836424728e+06,3.3441390525413225e+06,129787,0,0,0,0
02/08/2024,3.7015298783093677e+06,2193,599,2.774312396508692e+06,907974.559695866,1752.615677520397,17490.306427288313,0,1243,892,10,139,0,1594,9009,702,1.692773236108263e+06,2.0087566422011035e+06,130386,0,0,0,0
03/08/2024,1.8496553562096846e+06,1380,241,1.4471525558130555e+06,385313.6749139452,257.5485,16931.5769826835,0,747,585,1,84,0,1139,4428,556,790845.8741405917,1.0588094820690928e+06,130627,0,0,0,0
04/08/2024,1.8203945377670065e+06,1272,273,1.3425666930561278e+06,444511.96659290505,187.72000169576967,33128.158116278006,0,673,539,2,88,0,999,4418,496,921575.0130441713,898819.5247228352,130900,0,0,0,0
05/08/2024,2.140455274767915e+06,1321,304,1.3274761684974628e+06,793344.4837103169,681.14178,18953.48078013509,0,637,671,7,43,0,1017,4046,520,1.0840762936301932e+06,1.0563789811377209e+06,131204,0,0,0,0
06/08/2024,1.9741051193352086e+06,1610,346,1.4292646018820228e+06,538902.4418351697,457.87500000000006,5480.200618015512,0,1012,627,8,30,0,1264,6144,591,983073.1799223063,991031.9394129016,131550,0,0,0,0
07/08/2024,3.173849218988832e+06,1950,527,2.456563325538282e+06,708751.9553569227,3590.4108409019,4943.527252727392,0,1195,798,7,42,0,1423,8861,627,1.431840521111802e+06,1.7420086978770308e+06,132077,0,0,0,0
08/08/2024,4.0281476613152088e+06,2014,433,3.0846121060016947e+06,780984.4597373068,119.56863600000001,162431.526940207,0,1190,853,2,80,0,1581,10346,697,1.8176218614543218e+06,2.2105257998608877e+06,132510,0,0,0,0
09/08/2024,4.0527410057105124e+06,1785,370,3.439476834350082e+06,598869.617065549,280.566,14113.988294880812,0,1133,678,1,47,0,1415,9512,653,1.849458336503953e+06,2.203282669206559e+06,132880,0,0,0,0
10/08/2024,2.7680855311090695e+06,1602,235,1.941775786834259e+06,632732.9337113171,0,193576.8105634923,0,876,671,0,173,0,1367,8275,544,1.3190004697264384e+06,1.4490850613826306e+06,133115,0,0,0,0
11/08/2024,2.796679293599319e+06,1369,165,2.3238582874197885e+06,458258.1862230453,334.0460829951298,14228.773873489963,0,810,572,5,59,0,1204,7551,582,1.3276727325675874e+06,1.4690065610317318e+06,133280,0,0,0,0
12/08/2024,4.1046395400689417e+06,2252,641,3.143065456240758e+06,852184.8395161477,95130.07298034444,14259.17133169148,0,1467,783,99,40,0,1611,12765,633,1.9778650703681756e+06,2.126774469700766e+06,133921,0,0,0,0
13/08/2024,4.1614654974075835e+06,2221,424,2.407605093341392e+06,1.721914068174725e+06,5345.758253423112,26600.57763804145,0,1325,849,42,126,0,1797,11212,667,1.7861800138038786e+06,2.3752854836037047e+06,134345,0,0,0,0
14/08/2024,6.308881179861999e+06,2251,388,3.293382575152649e+06,3.00435659384786e+06,581.0425273955605,10560.96833409181,0,1270,1058,12,55,0,1863,15653,660,2.9110586056943457e+06,3.3978225741676525e+06,134733,0,0,0,0
15/08/2024,5.04426231784848e+06,2681,469,3.3865534603118985e+06,1.541994631932614e+06,6938.85300623254,108775.37259773606,0,1244,1524,35,61,0,2212,15115,644,2.327869719270394e+06,2.7163925985780866e+06,135202,0,0,0,0
16/08/2024,2.6911929900393942e+06,1876,372,1.6485812500089568e+06,1.0334102356254444e+06,791.8009496786136,8409.703455314262,0,1028,845,9,60,0,1504,9128,526,1.209677323916355e+06,1.4815156661230386e+06,135574,0,0,0,0
17/08/2024,2.2418146745474664e+06,1333,136,1.6600138952110643e+06,576265.6155170402,614.3247718053831,4920.839047556155,0,662,698,7,43,0,1197,6393,474,1.0364333556487457e+06,1.2053813188987202e+06,135710,0,0,0,0
18/08/2024,2.220969246337592e+06,1423,264,1.7153233083491107e+06,496425.2809703718,69.28100378181828,9151.376014328467,0,893,523,2,62,0,1159,6417,555,1.0373011715820951e+06,1.1836680747554975e+06,135974,0,0,0,0
19/08/2024,2.423829962829677e+06,1861,489,1.9931181120963658e+06,421756.8251262912,4796.440576567624,4158.585030454845,0,1291,565,24,40,0,1372,7056,551,1.085533774048511e+06,1.338296188781168e+06,136463,0,0,0,0
20/08/2024,2.477737339406431e+06,1414,284,2.0746228226561914e+06,350006.3055105939,4365.050641425003,48743.16059822197,0,847,513,18,82,0,1130,5433,507,1.0180332462129442e+06,1.4597040931934882e+06,136747,0,0,0,0
21/08/2024,4.934052930542236e+06,2015,484,1.8504377277609464e+06,779815.3722584498,94219.29791388087,2.209580532608959e+06,0,865,653,100,662,0,1531,13143,538,2.12224411044135e+06,2.811808820100885e+06,137231,0,0,0,0
22/08/2024,5.351421048687665e+06,2064,406,1.1145102177149877e+06,480349.8178025138,310140.22224847897,3.4464207909216825e+06,0,696,605,195,789,0,1658,10416,582,2.204150984034122e+06,3.147270064653541e+06,137637,0,0,0,0
23/08/2024,2.3323632548564025e+06,1627,426,973187.904126406,482918.26585260895,21708.806806862412,854548.2780705258,0,783,513,63,380,0,1201,6055,534,941838.4600013876,1.3905247948550158e+06,138063,0,0,0,0
24/08/2024,3.193603497704127e+06,1128,82,2.597761007127529e+06,442196.99667469156,2881.8383705423885,150763.6555313628,0,477,523,17,169,0,1046,5647,467,2.264870115604586e+06,928733.3820995397,138145,0,0,0,0
25/08/2024,1.8179174411636384e+06,1388,259,903031.3872493276,524839.2839001446,2063.8649181050887,387982.9050960605,0,569,665,15,212,0,1129,6322,428,785915.0775851841,1.0320023635784538e+06,138404,0,0,0,0
26/08/2024,1.450953496924102e+06,1238,198,1.0821666804804243e+06,279672.87775351043,356.325371866615,88757.61331830095,0,635,505,3,147,0,1040,4687,477,678673.3188947431,772280.178029359,138602,0,0,0,0
27/08/2024,1.8498600924632908e+06,1432,329,1.0997556782624885e+06,486948.2602104246,367.326185858395,262788.827804519,0,761,542,6,171,0,1103,6062,474,895484.9176989766,954375.1747643136,138931,0,0,0,0
28/08/2024,1.7218022812045477e+06,1156,171,1.163329936742338e+06,412819.896354154,813.257226320822,144839.19088173503,0,599,463,17,135,0,985,4218,438,975355.8089846025,746446.4722199455,139102,0,0,0,0
29/08/2024,1.8553811041117066e+06,1435,287,1.2204986254854412e+06,440028.5446949431,1614.5132416047377,193239.4206897188,0,830,539,17,103,0,1148,5820,488,831772.205368497,1.023608898743211e+06,139389,0,0,0,0
30/08/2024,1.5923378391326182e+06,1178,220,974171.3333527402,404876.12671780615,3484.0404430962635,209806.3386189757,0,622,520,8,75,0,958,4615,420,649416.110360791,942921.7287718273,139609,0,0,0,0
31/08/2024,1.0470553298127903e+06,1013,256,780883.343661524,237235.11602586048,25.07997893636391,28911.790146470008,0,554,437,4,50,0,757,3799,389,460681.9211878672,586373.4086249233,139865,0,0,0,0
01/09/2024,1.1050104206275046e+06,837,106,907655.0383887079,152397.129389316,2779.369575498749,42178.883273981955,0,470,328,2,66,0,731,3094,394,512337.6522225815,592672.7684049233,139971,0,0,0,0
02/09/2024,1.6196366428181266e+06,1186,254,1.3356922297806188e+06,260214.61734622938,1367.713845898452,22362.08184538039,0,751,417,1,75,0,932,4219,432,743184.8365222195,876451.8062959076,140225,0,0,0,0
03/09/2024,1.880747441800461e+06,1186,127,1.6017514699781665e+06,227836.3797913347,0,51159.5920309595,0,767,414,0,51,0,1059,4958,517,853268.2283800689,1.0274792134203918e+06,140352,0,0,0,0
04/09/2024,2.7535345456648413e+06,1375,230,2.0963105106104834e+06,411123.8079260791,0,246100.22712827873,0,947,445,0,50,0,1145,5531,533,1.0526141994786658e+06,1.7009203461861764e+06,140582,0,0,0,0
05/09/2024,2.1199231677923575e+06,1254,133,1.8019972062584294e+06,292381.67814524187,0,25544.28338868648,0,826,433,0,48,0,1121,5715,535,971270.5260956428,1.148652641696715e+06,140715,0,0,0,0
06/09/2024,2.4217100969363647e+06,1248,141,1.9003206347527946e+06,346870.4657700779,0,174518.99641349135,0,791,455,0,65,0,1107,5278,526,1.138592760766522e+06,1.2831173361698415e+06,140856,0,0,0,0
07/09/2024,2.2419934325855053e+06,1317,272,1.8766902542006574e+06,248738.29475321562,0,116564.88363163109,0,971,320,0,84,0,1045,6720,498,1.0625437575232028e+06,1.179449675062301e+06,141128,0,0,0,0
08/09/2024,1.2175337216344876e+06,967,145,1.0665532519480537e+06,136622.86665702116,0,14357.603029412425,0,686,261,0,49,0,822,4343,469,609757.7287069436,607775.9929275437,141273,0,0,0,0
09/09/2024,2.6371847266294784e+06,1522,263,2.4077286546920817e+06,204552.41407460644,0,24903.657862789663,0,1148,375,0,58,0,1259,7966,627,1.2071562501721194e+06,1.4300284764573604e+06,141536,0,0,0,0
10/09/2024,4.21127949957398e+06,1999,543,3.4588959523495026e+06,251726.48685037895,0,500657.06037409895,0,1457,496,0,135,0,1456,9540,626,1.656945617270564e+06,2.5543338823034167e+06,142079,0,0,0,0
11/09/2024,2.717872580518763e+06,1537,312,2.288912727325485e+06,373906.2378824604,0,55053.61531081812,0,1123,425,0,58,0,1225,7869,629,1.1917156407784543e+06,1.5261569397403088e+06,142391,0,0,0,0
12/09/2024,3.314871518120471e+06,1723,390,2.9122436782091563e+06,349787.3835354035,0,52840.45637591067,0,1236,461,0,84,0,1333,8839,656,1.5406507962585797e+06,1.7742207218618912e+06,142781,0,0,0,0
13/09/2024,2.7225791831543995e+06,1485,273,2.4147578620938393e+06,283688.1560276043,0,24133.16503295623,0,1046,466,0,40,0,1212,7372,577,1.306575802553175e+06,1.416003380601225e+06,143054,0,0,0,0
14/09/2024,2.4001511420643986e+06,1421,281,2.0664653671632428e+06,285245.78441552765,0,48439.99048562923,0,1029,413,0,46,0,1140,7090,576,1.1189061706652592e+06,1.2812449713991396e+06,143335,0,0,0,0
15/09/2024,2.321911240757973e+06,1378,249,2.0398086449677618e+06,239878.5094411579,0,42224.086349052945,0,1058,309,0,45,0,1129,6581,564,1.0257615963740505e+06,1.2961496443839227e+06,143584,0,0,0,0
16/09/2024,3.655680074824141e+06,1550,352,3.4034778377879323e+06,186342.35555494681,0,65859.88148126219,0,1268,289,0,42,0,1198,7759,657,1.7456518505492415e+06,1.9100282242748989e+06,143936,0,0,0,0
17/09/2024,3.800910359016238e+06,1615,311,3.5408261616672655e+06,201895.54879088566,0,58188.64855808692,0,1230,339,0,104,0,1304,7974,715,1.7601449400451402e+06,2.0407654189710976e+06,144247,0,0,0,0
18/09/2024,4.284866128484649e+06,1975,528,4.068040264926263e+06,176869.26678472103,0,39956.596773661906,0,1617,341,0,68,0,1447,10295,838,1.9522021321658748e+06,2.332663996318773e+06,144775,0,0,0,0
19/09/2024,7.262833362266594e+06,2569,748,6.8993595632489165e+06,313264.62406296266,0,50209.17495471579,0,2066,531,0,73,0,1821,13399,882,3.2361412982740956e+06,4.026692063992495e+06,145523,0,0,0,0
20/09/2024,8.581997543242933e+06,2938,979,7.917279922339123e+06,611201.0063242984,0,53516.61457951438,0,2367,633,0,86,0,1959,17128,955,3.800303923997164e+06,4.78169361924577e+06,146502,0,0,0,0
21/09/2024,7.220286894881163e+06,2350,564,6.93530323395126e+06,212560.82797259328,0,72422.83295731709,0,1966,373,0,92,0,1786,14073,984,3.329292205268268e+06,3.8909946896128994e+06,147066,0,0,0,0
22/09/2024,4.849737738206439e+06,2238,651,4.712678133006758e+06,120098.90110878908,0,16960.704090889107,0,1927,297,0,49,0,1587,12107,943,2.2032116067454093e+06,2.6465261314610266e+06,147717,0,0,0,0
23/09/2024,7.2827623482774375e+06,2469,607,6.706111864570303e+06,502723.12485591345,0,73927.35885121838,0,1934,572,0,80,0,1862,14566,1181,3.4305675786565254e+06,3.852194769620911e+06,148324,0,0,0,0
24/09/2024,7.910343350907684e+06,2559,612,7.139206747359323e+06,710992.011165701,0,60144.592382663286,0,2031,578,0,68,0,1947,13415,1099,3.278489955522477e+06,4.63185339538521e+06,148936,0,0,0,0
25/09/2024,7.276283512852897e+06,2606,733,6.317722383506832e+06,912538.4703093183,0,46022.659036746285,0,1985,673,0,93,0,1873,13947,1099,3.5398751620939393e+06,3.7364083507589563e+06,149669,0,0,0,0
26/09/2024,5.840839555517241e+06,2251,576,5.465881822058948e+06,332748.53109351353,0,42209.20236478014,0,1785,443,0,86,0,1675,9946,1026,2.7937603920490704e+06,3.0470791634681704e+06,150245,0,0,0,0
27/09/2024,9.361278884828597e+06,2990,1016,4.388873005986366e+06,418832.9412497014,0,4.553572937592531e+06,0,1826,555,0,765,0,1974,15395,1096,4.091049363626884e+06,5.27022952120171e+06,151261,0,0,0,0
28/09/2024,3.2953069976629335e+06,1806,249,2.405916888486708e+06,348007.10648161947,0,541383.0026946043,0,1108,515,0,284,0,1557,7491,872,1.5799009986126428e+06,1.7154059990502892e+06,151510,0,0,0,0
29/09/2024,4.1416192725125486e+06,1715,267,3.77417047276127e+06,232936.89755872078,0,134511.90219255848,0,1250,415,0,123,0,1448,8477,886,1.8449467398117632e+06,2.2966725327007854e+06,151777,0,0,0,0
30/09/2024,3.6492726022799425e+06,2006,459,3.391435187515123e+06,201783.9063240272,0,56053.5084407933,0,1532,444,0,82,0,1547,8056,882,1.6572631870607785e+06,1.9920094152191647e+06,152236,0,0,0,0
01/10/2024,4.860650986716287e+06,2003,465,3.4428966231570668e+06,1.0063161659299465e+06,90.09972740386745,411348.0979018698,0,1375,627,4,81,0,1538,7690,826,2.1776234268579055e+06,2.6830275598583804e+06,152701,0,0,0,0
02/10/2024,4.570285640039701e+06,2041,459,3.697527087170098e+06,659514.6442998765,1961.585797373946,211282.3227723522,0,1422,596,8,140,0,1582,9466,888,2.0950294515637497e+06,2.4752561884759516e+06,153160,0,0,0,0
03/10/2024,3.421993076589854e+06,1835,319,2.771107229789592e+06,599707.062698791,1168.7726246843897,50010.01147678649,0,1206,606,6,108,0,1516,9224,794,1.5240511048527905e+06,1.8979419717370647e+06,153479,0,0,0,0
04/10/2024,3.557619847923453e+06,1872,408,2.7813898427160857e+06,607490.635520734,16818.56252090029,151920.80716573194,0,1309,578,18,58,0,1464,9200,794,1.5699036916343244e+06,1.9877161562891277e+06,153887,0,0,0,0
05/10/2024,4.3374604295078125e+06,1985,390,3.5598400939357677e+06,708866.2952129155,5741.738459782553,63012.30189934473,0,1318,680,4,73,0,1595,11594,935,1.9416399035504286e+06,2.3958205259573827e+06,154277,0,0,0,0
06/10/2024,4.6206069212759435e+06,2015,368,3.687817025810373e+06,798245.5092116452,100372.88762147793,34171.49863244744,0,1265,736,99,57,0,1647,11922,1009,2.143252652362375e+06,2.477354268913567e+06,154645,0,0,0,0
07/10/2024,7.114822263117083e+06,2427,486,6.233493153539339e+06,694157.4280664632,140171.43088634554,47000.25062493759,0,1593,734,170,72,0,1941,13902,1227,3.361414618531125e+06,3.7534076445859573e+06,155131,0,0,0,0
08/10/2024,6.79636715341312e+06,2831,770,5.896959073203638e+06,626695.6165509975,162794.5773794111,109917.88627906945,0,2090,662,169,60,0,2061,14088,1183,3.064357075733802e+06,3.732010077679318e+06,155901,0,0,0,0
09/10/2024,7.262131004604759e+06,2701,418,4.623792943731951e+06,2.457057597175399e+06,22919.438440162467,158361.0252572505,0,1659,1073,62,102,0,2283,16368,1338,3.4582464833041173e+06,3.8038845213006414e+06,156319,0,0,0,0
10/10/2024,6.685269307824141e+06,2549,569,3.677847217003359e+06,2.9002057909780806e+06,7054.172255043527,100162.12758765668,0,1555,1055,17,96,0,1980,15411,1222,2.9832459368725303e+06,3.7020233709516115e+06,156888,0,0,0,0
11/10/2024,9.250500913318716e+06,2854,735,4.274097303112611e+06,4.93285286981154e+06,8372.246689478103,35178.49370509712,0,1764,1182,29,70,0,2119,18455,1204,4.051226590783643e+06,5.199274322535081e+06,157623,0,0,0,0
12/10/2024,5.021599631028755e+06,2078,428,4.198285180758874e+06,667405.8573427184,76263.89896794978,79644.69395921353,0,1413,671,14,89,0,1650,10767,1093,2.2992466506288904e+06,2.7223529803998657e+06,158051,0,0,0,0
13/10/2024,5.480678547538449e+06,2294,486,4.6618508613627665e+06,598058.719278366,185442.58850128655,35326.378396030406,0,1656,597,115,56,0,1808,12119,1124,2.3730428968782225e+06,3.107635650660228e+06,158537,0,0,0,0
14/10/2024,5.225121372492591e+06,2554,642,4.208746596097468e+06,886757.997759554,98510.59741074857,31106.18122482152,0,1787,715,125,53,0,1912,10536,1122,2.3765402291158135e+06,2.8485811433767774e+06,159179,0,0,0,0
15/10/2024,4.562648066794052e+06,2230,465,3.553897444452513e+06,845891.1943506988,31816.857692980277,131042.57029785638,0,1513,690,79,45,0,1765,9081,1100,1.8945455401601505e+06,2.668102526633899e+06,159644,0,0,0,0
16/10/2024,4.788195263830492e+06,2403,630,3.489849186257733e+06,1.2534546205612e+06,4534.691160004916,40356.765851553006,0,1670,784,22,46,0,1773,10046,1009,2.1098069335861504e+06,2.67838833024434e+06,160274,0,0,0,0
17/10/2024,3.272164781561694e+06,2074,545,2.6737057348804055e+06,558838.7179137366,19514.247631654587,20106.081135898403,0,1468,596,29,49,0,1529,7686,891,1.4553379405457708e+06,1.8168268410159242e+06,160819,0,0,0,0
18/10/2024,4.6762274470775165e+06,1936,364,3.8786583159959638e+06,752086.231504963,22536.940029150708,22945.95954743972,0,1283,669,62,30,0,1572,8753,935,2.1062305459310734e+06,2.5699969011464445e+06,161183,0,0,0,0
19/10/2024,2.6552856659327373e+06,1607,334,2.367309143427246e+06,267279.8502822139,4526.954222532281,16169.718000745775,0,1190,420,11,22,0,1273,5983,794,1.1396036291204055e+06,1.5156820368123334e+06,161517,0,0,0,0
20/10/2024,2.5876830855543735e+06,1458,243,2.0585576585756214e+06,412873.2619686951,7037.164390978405,109215.00061907944,0,981,473,18,33,0,1215,5181,776,1.0519607536077558e+06,1.5357223319466175e+06,161760,0,0,0,0
21/10/2024,4.0860767781272386e+06,1981,355,2.633874367172443e+06,1.1717027968105816e+06,2006.4141553543263,278493.19998886,0,1256,722,9,102,0,1626,8647,871,1.849716761916311e+06,2.236360016210927e+06,162115,0,0,0,0
22/10/2024,3.8620983045251113e+06,1905,351,3.223977940600716e+06,584891.1422061457,302.84822455545503,52926.3734936957,0,1355,567,2,62,0,1554,7670,924,1.5901657761098798e+06,2.2719325284152324e+06,162466,0,0,0,0
23/10/2024,4.218869891624511e+06,1909,320,2.700780452963691e+06,1.419492297552245e+06,79089.67200443071,19507.469104144453,0,1254,686,24,42,0,1589,7799,855,1.7919826866191684e+06,2.4268872050053426e+06,162786,0,0,0,0
24/10/2024,5.166662643782585e+06,2016,385,2.8962468387601315e+06,2.134286777106418e+06,2183.8009636567454,133945.22695238166,0,1280,752,4,76,0,1631,8993,863,2.2727817975864527e+06,2.8938808461961327e+06,163171,0,0,0,0
25/10/2024,3.2010762247973885e+06,2046,628,1.976725458611602e+06,1.18363548713001e+06,304.01022678213195,40411.268828994806,0,1164,914,4,39,0,1418,8815,815,1.4054848786523892e+06,1.7955913461450003e+06,163799,0,0,0,0
26/10/2024,2.470665695075454e+06,2079,532,1.4163956904507638e+06,975356.7512097657,1626.248107412916,77287.00530751245,0,982,1085,8,54,0,1547,11914,777,1.182867246776475e+06,1.287798448298981e+06,164331,0,0,0,0
27/10/2024,2.3830828621590245e+06,1701,313,1.5868530464369275e+06,469999.5655601423,303580.7759635613,22649.47419839431,0,929,684,131,29,0,1388,6467,715,1.0333669547419001e+06,1.3497159074171244e+06,164644,0,0,0,0
28/10/2024,3.486533172823834e+06,2064,480,2.140324539998585e+06,1.273748278033378e+06,29425.482152537254,43034.87263933196,0,1164,935,18,36,0,1584,9085,814,1.453243129845454e+06,2.0332900429783787e+06,165124,0,0,0,0
29/10/2024,3.903041382864056e+06,2593,660,3.144547066050572e+06,564933.2300729182,173162.16672719625,20398.920013370003,0,1406,1120,92,36,0,1933,8771,918,1.7013842935971597e+06,2.2016570892668967e+06,165784,0,0,0,0
30/10/2024,4.490768588256781e+06,2528,708,3.694403322416894e+06,630633.8533038428,135511.5332539694,30219.8792820736,0,1537,925,128,47,0,1820,9265,884,1.8608078772490397e+06,2.62996071100774e+06,166492,0,0,0,0
31/10/2024,5.208583961797767e+06,2297,416,2.1742782698463695e+06,2.9291524171902062e+06,77807.81250425978,27345.462256935327,0,1129,1151,98,42,0,1881,12393,826,2.403248094680136e+06,2.805335867117632e+06,166908,0,0,0,0
01/11/2024,3.2286177708971435e+06,1924,352,1.2739197625367253e+06,1.6778879951146608e+06,265503.1625941913,11306.8506515672,0,866,957,206,26,0,1572,7922,737,1.2887950751566004e+06,1.939822695740544e+06,167260,0,0,0,0
02/11/2024,2.771070359409576e+06,1778,139,2.0238439318436333e+06,600317.7532543628,131777.54311364685,15131.131197932256,0,766,904,174,23,0,1639,6853,704,1.2105089380381564e+06,1.560561421371419e+06,167399,0,0,0,0
03/11/2024,3.001435427668639e+06,1801,317,2.462248182771037e+06,492100.8509799306,44789.944225025276,2296.449692646177,0,1035,692,123,30,0,1484,7723,702,1.4141512442792575e+06,1.5872841833893822e+06,167716,0,0,0,0
04/11/2024,2.9374814174643545e+06,2261,311,2.0410552774551054e+06,798967.9062222794,82043.48848570218,15414.745301267843,0,1090,1123,139,34,0,1950,9499,804,1.283811359205484e+06,1.65367005825887e+06,168027,0,0,0,0
05/11/2024,3.1737722924978696e+06,2238,529,1.8075127494173748e+06,1.2577021147024557e+06,105046.31734745984,3511.1110305776137,0,1218,969,151,14,0,1709,8874,744,1.3363445956217893e+06,1.8374276968760786e+06,168556,0,0,0,0
06/11/2024,3.647115307415692e+06,2209,385,2.5199345655518686e+06,1.0319485204397731e+06,77863.85433743852,17368.36708661304,0,1114,1041,127,24,0,1824,8905,958,1.7514905375315559e+06,1.8956247698841367e+06,168941,0,0,0,0
07/11/2024,5.257514106322416e+06,2310,354,2.6248640657155304e+06,2.4612454736845572e+06,128681.02088446592,42723.54603786367,0,1116,1199,89,40,0,1956,11980,965,2.4023352057861635e+06,2.8551789005362545e+06,169295,0,0,0,0
08/11/2024,4.575626497312915e+06,2268,348,2.9076674496896076e+06,1.5765626420683374e+06,88264.07886134477,3132.3266936271343,0,1079,1161,150,21,0,1920,11961,1004,1.9782973533791169e+06,2.597329143933801e+06,169643,0,0,0,0
09/11/2024,1.0106085245201068e+07,3207,771,2.949010647085361e+06,6.995192215584607e+06,151350.78145478896,10531.601076309846,0,1333,1904,141,25,0,2436,28246,1398,4.332854808855407e+06,5.773230436345658e+06,170414,0,0,0,0
10/11/2024,7.462003786555212e+06,2861,614,3.3873739218540774e+06,4.017159802819256e+06,40352.031786808315,17118.030095071954,0,1268,1593,126,28,0,2247,23295,1431,3.4440383632735596e+06,4.0179654232816524e+06,171028,0,0,0,0
11/11/2024,7.209584950272883e+06,2960,611,3.76438378352965e+06,3.3775378408275233e+06,30981.38642374484,36681.93949196643,0,1275,1728,105,34,0,2349,18201,1262,3.2400758065800676e+06,3.9695091436928143e+06,171639,0,0,0,0
12/11/2024,8.911811871442933e+06,3116,637,3.919770422757432e+06,4.945185448891225e+06,33755.63388721217,13100.365907061861,0,1345,1848,82,24,0,2479,20253,1249,4.024688242366466e+06,4.887123629076466e+06,172276,0,0,0,0
13/11/2024,1.2244217934534602e+07,3447,585,6.62331376027518e+06,5.478230840549317e+06,102575.64548739356,40097.688222707555,0,1306,2209,163,23,0,2862,25922,1351,5.847931367637866e+06,6.396286566896732e+06,172861,0,0,0,0
14/11/2024,1.447342867042323e+07,3813,872,4.769109927128364e+06,8.617331165520784e+06,57033.11777371028,1.0299544600003804e+06,0,1222,2536,122,237,0,2941,38403,1507,6.050593843648653e+06,8.422834826774586e+06,173733,0,0,0,0
15/11/2024,1.7182126670198124e+07,4044,711,2.990574698768995e+06,1.3412640360714635e+07,8429.718881478631,770481.8918330258,0,984,3039,26,242,0,3333,46071,1580,7.762458178620517e+06,9.419668491577601e+06,174444,0,0,0,0
16/11/2024,9.881931078654125e+06,3243,633,2.3818226857781084e+06,7.380208401261801e+06,10701.395713799917,109198.59590042327,0,849,2439,38,68,0,2610,28766,1284,4.352670068817643e+06,5.529261009836484e+06,175077,0,0,0,0
17/11/2024,9.806815763501797e+06,3052,329,1.720616925648051e+06,7.87324883867218e+06,6750.685830159228,206199.31335140893,0,741,2339,24,109,0,2723,31003,1223,4.473226787668655e+06,5.333588975833151e+06,175406,0,0,0,0
